
tickets:


available tickets:


tickets by show: 0

Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=0, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=72, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=73, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=74, showId=2, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=75, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=76, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=77, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=78, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=79, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=80, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=81, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=82, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=83, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=84, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=85, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=86, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=87, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=88, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=89, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=90, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=91, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=92, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=93, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=94, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=95, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=96, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=97, showId=2, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=98, showId=2, issuedAt=null}

sold tickets:


tickets sold by show: 0

Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=80, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=69, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=47, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=82, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=87, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=86, showId=0, issuedAt=17.01.20}

tickets sold by show: 1

Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=98, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=93, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=78, showId=1, issuedAt=17.01.20}

tickets sold by show: 2

Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=74, showId=2, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=70, showId=2, issuedAt=17.01.20}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=23, showId=2, issuedAt=17.01.20}
sold: 815.0

tickets:


available tickets:


tickets by show: 0

Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=1, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=2, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=3, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=4, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=5, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=6, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=7, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=8, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=9, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=10, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=11, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=12, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=13, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=14, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=15, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=16, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=17, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=18, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=19, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=20, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=21, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=22, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=23, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=24, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=25, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=26, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=27, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=28, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=29, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=30, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=31, showId=0, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=32, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=34, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=35, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=36, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=37, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=38, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=39, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=40, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=41, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=42, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=43, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=44, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=45, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=46, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=47, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=48, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=49, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=50, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=51, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=52, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=53, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=54, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=55, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=56, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=57, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=58, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=59, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=60, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=61, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=62, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=63, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=64, showId=0, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=65, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=67, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=68, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=69, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=70, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=71, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=72, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=73, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=74, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=75, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=76, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=77, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=78, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=79, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=80, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=81, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=82, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=83, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=84, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=85, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=86, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=87, showId=0, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=88, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=89, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=90, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=91, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=92, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=93, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=94, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=95, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=96, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=97, showId=0, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=98, showId=0, issuedAt=null}

tickets by show: 1

Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=0, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=2, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=3, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=4, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=5, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=6, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=7, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=8, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=9, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=10, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=11, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=12, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=13, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=14, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=15, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=16, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=17, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=18, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=19, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=20, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=21, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=22, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=23, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=24, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=25, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=26, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=27, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=28, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=29, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=30, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=31, showId=1, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=32, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=34, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=35, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=36, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=37, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=38, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=39, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=40, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=41, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=42, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=43, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=44, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=45, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=46, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=47, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=48, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=49, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=50, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=51, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=52, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=53, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=54, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=55, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=56, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=57, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=58, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=59, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=60, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=61, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=62, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=63, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=64, showId=1, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=65, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=67, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=68, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=69, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=70, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=71, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=72, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=73, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=74, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=75, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=76, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=77, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=78, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=79, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=80, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=81, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=82, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=83, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=84, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=85, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=86, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=87, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=88, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=89, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=90, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=91, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=92, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=93, showId=1, issuedAt=17.01.20}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=94, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=95, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=96, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=97, showId=1, issuedAt=null}
Ticket{category=Category{type=VIP, start=67, end=99, price=75.0}, number=98, showId=1, issuedAt=17.01.20}

tickets by show: 2

Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=0, showId=2, issuedAt=17.01.20}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=1, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=3, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=4, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=5, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=6, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=7, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=8, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=9, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=10, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=11, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=12, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=13, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=14, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=15, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=16, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=17, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=18, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=19, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=20, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=21, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=22, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=23, showId=2, issuedAt=17.01.20}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=24, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=25, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=26, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=27, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=28, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=29, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=30, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=31, showId=2, issuedAt=null}
Ticket{category=Category{type=BASIC, start=0, end=33, price=15.0}, number=32, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=34, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=35, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=36, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=37, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=38, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=39, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=40, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=41, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=42, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=43, showId=2, issuedAt=null}
Ticket{category=Category{type=STANDARD, start=34, end=66, price=50.0}, number=44, showId=2, issuedAt=null}
